,Model,pixel_acc,iou_macro,iou_weighted,dice_macro,dice_weighted
122,DeepLabV3+ + TTA,0.8950572390572391,0.2064920188749366,0.8414338356987145,0.24900326058959402,0.8819959679189955
123,DeepLabV3+ + TTA,0.9341303141303141,0.258312119926377,0.8955277101993956,0.2987706011712836,0.9342664658329217
124,DeepLabV3+ + TTA,0.8530335614206582,0.19942942475081557,0.8226890583413232,0.2402949723366229,0.8488324651477558
125,DeepLabV3+ + TTA,0.8859617003367003,0.19142884751472897,0.8185956687144496,0.23136024100777602,0.8687125846965338
126,DeepLabV3+ + TTA,0.8047913921826966,0.1632366668387931,0.7374772351975649,0.2042592136424517,0.8283748957393577
127,DeepLabV3+ + TTA,0.9309750467186985,0.21418753487647615,0.899825915945189,0.24284519638815713,0.9378696012026894
128,DeepLabV3+ + TTA,0.902487237971109,0.18485284225689072,0.8486156666616446,0.22483123972021246,0.8821333131753112
129,DeepLabV3+ + TTA,0.8010680698611733,0.22582669731907984,0.7802868729004897,0.2608469728985746,0.7975981512199797
130,DeepLabV3+ + TTA,0.9181041181041181,0.2087267517523469,0.8801995701614506,0.24673855121205016,0.9208706333624013
131,DeepLabV3+ + TTA,0.8028596646072375,0.14068736544011856,0.7684116257692017,0.16271223407696406,0.7925790430406512
132,DeepLabV3+ + TTA,0.9009541607123227,0.2623573123020657,0.8630960635800433,0.30426023262117635,0.9012489052401255
133,DeepLabV3+ + TTA,0.8349772184855717,0.21664755950324588,0.8065039132316825,0.27541693067990564,0.8473333739773796
134,DeepLabV3+ + TTA,0.8819293176261391,0.14360762614041894,0.8440077491660019,0.17454221496622604,0.8838014442776374
135,DeepLabV3+ + TTA,0.8595085399449036,0.1789322692732471,0.8276498433114795,0.22232728699753954,0.8509945697258985
136,DeepLabV3+ + TTA,0.8630079391703008,0.15793276321017297,0.8292325976772427,0.1870603041726312,0.8582116606863583
137,DeepLabV3+ + TTA,0.8698406067934484,0.19674908830137677,0.8254905088026876,0.23969087269178208,0.8616771945032626
138,DeepLabV3+ + TTA,0.8192110192837465,0.1543690863803009,0.7852256706174175,0.19794839966975167,0.824995450473686
139,DeepLabV3+ + TTA,0.9336031695042296,0.21743957520463061,0.8948896010776863,0.2579440587763548,0.9326339678310093
140,DeepLabV3+ + TTA,0.86566391184573,0.16700921540525193,0.8301179325462986,0.2011547991673443,0.8643423899823656
141,DeepLabV3+ + TTA,0.8420389771319139,0.15162747082897451,0.8094294698821699,0.172755570315024,0.8352514578385067
142,DeepLabV3+ + TTA,0.9243341160684334,0.24673280088970526,0.88423950202798,0.2879921910504705,0.915870936872847
143,DeepLabV3+ + TTA,0.8710548989285319,0.1597233784960706,0.823105385288887,0.19478809995565433,0.856182991573577
144,DeepLabV3+ + TTA,0.8728459931845663,0.17639340609268486,0.8198993837174446,0.21034034768780882,0.8498687753617765
145,DeepLabV3+ + TTA,0.8572288098375055,0.19449124683191693,0.8284411497666203,0.22341724529180623,0.8541255883310072
146,DeepLabV3+ + TTA,0.8517780748663102,0.16195348519560077,0.8321637458866734,0.17801263212284818,0.8451716019064235
147,DeepLabV3+ + TTA,0.762448051948052,0.13426640841351803,0.7322401456421369,0.15499687852895846,0.7514606678413341
148,DeepLabV3+ + TTA,0.8918642951251647,0.23505758083620312,0.8521094350034764,0.26663241153291917,0.8811317520663333
